story,genre
تنهار حياه كاتيا بعد وفاه زوجها وابنها في هجوم بالقنابل بعد فتره من الحداد والظلم تسعى كاتيا الى الانتقام,"['اثارة', 'جريمة', 'دراما']"
ثلاث لوحات اعلانيه خارج ابينج ميسوري بعد مرور اشهر دون الوصول للجاني في قضيه مقتل ابنتها تتخذ ميلدريد هايز خطوه جريئه تتلخص في اقامه ثلاث علامات تؤدي الى بلدتها مع رساله مثيره للجدل موجهه الى وليام ويلوجبي مامور شرطه المدينه في حين ان نائبه الضابط ديكسون رجل غير ناضج متواكل على والدته ويميل الى العنف يتورط في القضيه فتنشب المعركه بين ميلدريد وقوى القانون في بلده ايبينج,"['جريمة', 'دراما', 'كوميديا']"
اختطفت زوجه نجم الروك المتقادمه اثناء قضاء عطله في تشيلي,"['اكشن', 'كوميديا', 'مغامرات']"
نجم سينمائي مريض يتصالح مع ماضيه وموته,['دراما']
تدور احداث فيلم الرعب حول فتاه صغيره لديها قدره على احضار وحش مرعب من كوابيسها للحياه و الذي يتخلص من كل من يرغب باذيتها,['رعب']
يدرك سائق ملاذ لسرقه بنك انه تم عبوره مرتين وسباق لمعرفه من الذي خانه,"['اكشن', 'جريمة']"
عندما يعطى جاك وهو رجل ناجح من لندن حياته مره اخرى وفرصه لانقاذ ابنته يصبح سباق مع الزمن للقتل او القتل,['اكشن']
بعد عودته الى عالم الجريمه الاجرامي لسداد الديون يكتشف جون ويك ان مكافاه كبيره وضعت على حياته,"['اثارة', 'اكشن', 'جريمة']"
القصه يتم وضع معلم مثالي ذو حافه مستقيمه في حفره ارنب فظيعه من قبل طالب شرف عندما يعطيه علامه على ورقه,"['اثارة', 'دراما', 'رعب']"
القصه ماينارد هو رجل اعمال محلي محبوب يخطئ في كتابه بيج فوت الاسطوري اثناء تجواله الخشن في البلده في زي غوريلا مؤقت انطلقت المشاهد في مشهد اعلامي الدولي وفيره من دولارات السياحه لمدينه امريكيه بسيطه تاثرت باوقات عصيبه,['كوميديا']
نادنى باسمك حول قصه حب تنمو براعمها بين فتى مراهق وضيفه الصيف النزيله بقصر والديه على شاطئ الريفيرا الايطالي وخلال اسابيع الصيف التي لا تهدا تتطور العلاقه بينهما وتتوجها رغبتهما في ان يكونا لبعضهما البعض وبينما يختبران مراحل العلاقه يواجهان خوفهما بالا يعثرا على مثل علاقتهما الحميمه مره اخرى,['دراما']
عندما يحصل الشرطي السابق في لوس انجلوس على وظيفه كرئيس امن مبنى سكني قديم في عاصمه بلغاريا صوفيا يبدا في عيش احداث غريبه ومخيفه بمجرد ان يبدا في التورط بشكل اعمق في تاريخ المبنى الشرير ويتحرى امر مالكه الغامض وموظفيه السابقين سرعان ما سيكتشف بريت قوى شريره في اعماق المبنى والتي ستفعل اي شيء لتحرر الى عالمنا,"['اثارة', 'رعب']"
عندما تكتشف عالمه اثار كنز السيد فرانسيس درايك المفقود في صحراء صحارا تتم سرقته وتنطلق في رحله لتسترجعه,['اكشن']
الرابط الوحيد بيني وبين العالملكنه ليس لي,['دراما']
قصه خطف جون بول جيتي البالغ من العمر ومحاوله يائسه من امه لاقناع الملياردير جده جان بول جيتي بدفع الفديه,"['جريمة', 'دراما']"
ان فيلم ذا ليفل اوف ليفتي براون وهو فيلم غربي مثير ومليء بالاعمال قصه عن الولاء والصداقه والسعي الحثيث لتحقيق العداله,"['اكشن', 'دراما']"
يتم ارسال عميل سري MI الى برلين خلال الحرب البارده للتحقيق في مقتل عميل زميل واسترداد قائمه مفقوده من وكلاء مزدوجه,"['اثارة', 'اكشن']"
عقلي الازرق حول تواجه ميا البالغه من العمر عاما تحولا هائلا يدعو الى التشكيك في وجودها بالكامل ان جسدها يتغير وعلى الرغم من المحاولات اليائسه لوقف العمليه فانها سرعان ما تضطر الى قبول ان الطبيعه اقوى بكثير منها,['دراما']
منزل الموت عميلان فيدراليان يشقان طريقهما من خلال تسعه مستويات من الجحيم داخل احد السجون السريه المعروفه باسم منزل الموت فتتحول رحله هروبهما من السجن الى جوله مرعبه تدفعهما نحو الشر المطلق الكامن في الدرك الاسفل من الارض,"['اكشن', 'جريمة', 'رعب']"
تدور احداث قصه فيلم الرعب حول بينما في رحله على الطريق الى حفل زفاف زوجين شابين على الخروج من الليل ليصبحا فريدين الى البريه وشيء اكثر,['رعب']
عندما يتم تدمير مقراتهم ويحتجز العالم رهينه تقودهم رحله كينغزمان الى اكتشاف منظمه تجسس متحالفه في الولايات المتحده يجب على هاتين المنظمتين السريتين ان تجمعا لالحاق الهزيمه بعدو مشترك,"['اكشن', 'كوميديا', 'مغامرات']"
في المستقبل القريب عندما تذهب الاتصالات دون اتصال في محطه طاقه نوويه بعيده معزوله في الصحراء يضطر مفتش سلامه شاب الى الطيران لاعادتها الى الانترنت مره واحده داخل المرفق القرائن الغامضه والسلوكيات الغريبه تسبب ابي ان يكون لديه شكوك حول العقل البشري وربما الهويات من الموظفين اثنين في الموقع,['اثارة']
يتم تقديم الملايين من عملاء مكتب التحقيقات الفدرالي للملايين لمساعده على الهروب من طائره مختطفه,"['اثارة', 'اكشن', 'جريمة']"
مهندسه تسافر عائده بالزمن لتمنع نفسها من ارتكاب جريمه,['اثارة']
مارينا امراه متحوله تعمل نادله وضوء القمر كمغنيه ملهى ليلي تغمرها وفاه صديقها الاكبر,['دراما']
بعد مقتل صديقه يقوم مراهق من واشنطن العاصمه بتحقيقه الخاص في الجريمه,"['اثارة', 'جريمة', 'دراما']"
مهاجر غير شرعي من البر الرئيسي للصين يتسلل الى هونغ كونغ الفاسده التي استعمرتها بريطانيا في عام ليحول نفسه الى سيد مخدرات لا يرحم,"['اكشن', 'جريمة']"
القصه يحتفل بميلاد عرض الاعمال التجاريه ويحكي عن صاحب الرؤيه الذي نشا من لا شيء ليخلق اصبح,['دراما']
فتى مراهق من بروكلين يقضي ايامه في تجربه المخدرات ويتطلع الى لقاء كبار السن من الرجال عبر الانترنت,['دراما']
في عام قدم الياس فان دورن جون كوزاك الرئيس التنفيذي لشركه اكبر شركه في العالم للروبوتيات اقوى اختراع له وهو كمبيوتر ممتاز مصمم لانهاء جميع الحروب عندما يصل كرونوس الى الانترنت فانه يقرر بسرعه ان البشريه بحد ذاتها هي اكبر تهديد للسلام العالمي وتطلق لتخليص العالم من عدوى الانسان بعد سبعه وتسعين عاما تبقى مجموعه صغيره من البشر على قيد الحياه ولكن هاربا من جيش الروبوت صبي في سن المراهقه اندرو جوليان شافنر وفتاه مراهقه كاليا يشكلان غير متوقع للوصول الى عالم جديد حيث يشاع ان الجنس البشري موجود دون الخوف من اضطهاد الروبوت لكن هل هذا العالم موجود بالفعل وهل سيعيشون لفتره كافيه لمعرفه ذلك,"['اكشن', 'دراما', 'مغامرات']"
في ايرلندا في القرن الثالث عشر يجب على مجموعه من الرهبان مرافقه بقايا مقدسه عبر منظر ايرلندي محفوف بالمخاطر,"['دراما', 'مغامرات']"
للنزاهه في الاعاقات على توظيف اربعه من المحققين السريين المعاقين ويصبح ضابط التدريب الاسوا في,['كوميديا']
تقوم راي بتطوير قدراتها المكتشفه بتوجيه من لوك سكايوالكر غير المستقر بسبب قوه صلاحياتها في هذه الاثناء تستعد المقاومه للمعركه مع النظام الاول,"['اكشن', 'مغامرات']"
في نيسان ابريل اقتحم مسلحون السفاره الايرانيه في برنس غيت لندن واخذوا جميعهم داخل الرهائن على مدار الايام السته التاليه وقعت مواجهه متوتره بينما كانت مجموعه من الجنود المدربين من الـ يستعدون لغاره لم يرها العالم,"['اكشن', 'دراما']"
تدور احداث قصه فيلم الرعب والاثاره حول امراه مريضه تغرق نبضاتها العنيفه منذ سنوات بعد ان تزوجت من رجل كبير السن المسيطر وانتقلت الى منزل الضواحي,['رعب']
القصه يلتقي اربعه زملاء في العمل لانهاء مشروع في منزل مديرهم لم يلتقوا لوجه واكتشفوا ان لديهم قواسم مشتركه اكثر من التطبيق الجديد الموجود لديهم,"['اثارة', 'رعب']"
يمتد على ليله واحده في اشهر حديقه في العالم سته افضل الاصدقاء طلاب المدارس الثانويه والاستعداد لليله من المرح المدرسه ممله وحياه اسريه لا وقد حول هارولد واصدقائه سنترال بارك الى مكانهم شباب لا يقهر يمتلك هارولد وطاقمه هذه المدينه,"['اثارة', 'رعب']"
الامن داخل منزل مهجور كتهديد غير طبيعي يرعب العالماقام الرجل مع زوجته وابنهثم تصل عائله شابه يائسه عن ملجا,['رعب']
القصه في مجتمع صغير من طائفه الروما في كالابريا بيو اماتو يائس من ان يكبر بسرعه في الرابعه عشره من عمره يشرب ويدخن وهو واحد من القلائل الذين ينزلقون بسهوله بين فصائل المنطقه الايطاليون المحليون واللاجئون الافارقه وزملاؤه روماني يتبع بيو شقيقه الاكبر كوزيمو في كل مكان ويتعلم المهارات اللازمه للحياه في شوارع مسقط راسهم عندما يختفي كوزيمو وتبدا الامور في الخطا يبدا بيو في اثبات انه مستعد للدخول في احذيه اخيه الاكبر لكنه سرعان ما يجد نفسه امام قرار مستحيل سيظهر ما اذا كان ليصبح,"['جريمة', 'دراما']"
القصه تكافح اسره فقيره لمواجهه الماساه والامراض العقليه في مجتمع متصدع,['دراما']
القصه ربيع يوركشاير المزارع الشاب جوني ساكسبي يخدع احباطه اليومي من شرب الخمر والجنس غير العادي الى ان يشعل وصول مهاجر روماني لموسم الحمل علاقه قويه تضع جوني في مسار جديد,['دراما']
بعد اختطافها تبدا امراه شابه في تغيير غريب,['رعب']
ان استاذ الادب الانجليزي الحزين الذي يعاني من كابوس مروع متكرر سيجد نفسه في عالم خرافي من الاساطير والخرافات التي يحكمها مجموعه من سبعه نساء شابات,"['اثارة', 'رعب']"
قصه موقف البشريه الاخير ضد غزو اجنبي كارثي في الريف الافريقي الذي دمرته الحروب كان هناك جندي امريكي وفريق عامل فرنسي للمساعدات الخارجيه حتى ينجو من الهجوم الغريب سيتم اختبار السندات الخاصه بهم اثناء البحث عن ملاذ عبر عالم متداعي,['اكشن']
ينتقل الانسان الاول المولود على المريخ الى الارض للمره الاولى ويختبر عجائب الكوكب من خلال عيون جديده يشرع في مغامره مع فتاه ذكيه في الشارع لاكتشاف كيف اصبح,"['دراما', 'مغامرات']"
يتم تشغيل حياه مؤلف كتاب الاطفال راسا على عقب عندما تفقد ابنته,['دراما']
ينتشر فيروس من خلال مجمع مكتب مما تسبب في العمال ذوي الياقات البيضاء للعمل اسوا نبضاتهم,"['اكشن', 'رعب', 'كوميديا']"
قبل ساعه من غزو نورماندي في الحرب العالميه الثانيه يناضل رئيس الوزراء البريطاني وينستون تشرشل مع تحفظاته الشديده على عمليه اوفرلورد ودوره المهمش بشكل متزايد في المجهود الحربي,['دراما']
يتعاون ضابط المبتدئ مع مؤيد صلب في دوريه الطرق السريعه في ولايه كاليفورنيا على الرغم من ان المبتدئ سيتعلم ان شريكه هو فيدرالي متخفي يحقق في سرقه قد تنطوي على بعض رجال الشرطه الملتويه,"['اكشن', 'جريمة', 'كوميديا']"
بعد تبادل اطلاق نار ضخم وصل غريب غامض فان دام الى مستشفى محلي على حافه الموت ثم تاتي عصابه اجنبيه بوقاحه الى المستشفى لتعقبه يجب ان تواجه ممرضه الشاهد الوحيد الباقي على تبادل اطلاق النار استجواب مكتب التحقيقات الفيدرالي الذي يفتح مؤامره من المكائد والثار الدوليين مع ما يكفي من التقلبات والمنعطفات فان سوف تبقيك في حاله تخمين حتى يتم اطلاق الرصاصه النهائيه,"['اكشن', 'جريمة']"
لا ترجع من القمر حول يتخلى الاباء في بلده صحراويه صغيره في كاليفورنيا عن اولادهم واحدا تلو الاخر تاركين وراءهم غضبا وجريحا مع ابناءهم وبناتهم,['دراما']
القصه بعد مرور على اختفاء ثلاثه مراهقين في اعقاب ظهور اضواء غامضه فوق فينكس بولايه اريزونا تم اكتشاف لقطات غير مرئيه من تلك الليله تؤرخ في الساعات الاخيره من رحلتهم المشؤومه,"['اثارة', 'رعب']"
القصه منذ عام تم سرد قصص عن طائفه بالقرب من مزرعه هاكيت حيث تم اختطاف اشخاص ولم يتم العثور عليهم يقول اصحاب المزرعه انهم لا يعرفون عنها تخمين اين هو روديو هذا العام,"['اثارة', 'رعب']"
القصه يهرب جلد الوجه في سن المراهقه من مستشفى للامراض العقليه مع ثلاثه سجناء اخرين ويختطف ممرضه شابه وياخذها في رحله بريه من الجحيم بينما يطارده رجل قانون من اجل الانتقام,"['اثارة', 'جريمة', 'رعب']"
البلده الطيبه حول تقع الاحداث على حدود المنطقه الشماليه خلال فتره العشرينات حيث تمثل العداله نفسها للمحاكمه عندما يقوم عامل مزرعه من السكان الاصليين باطلاق النار على رجل ابيض عن نفسه ثم يهرب بينما تتجمع بعض القوات لتطارده,"['جريمة', 'دراما', 'مغامرات']"
محارب قديم يحاول انقاذ فتاه من عصابه اتجار بالجنس ولكن محاولته تلك تذهب في مسار خاطئ بشكل مرعب,"['اثارة', 'دراما']"
تنضم مجموعه من الاصدقاء الى مرشد في رحله الى الغابه البوليفيه عن قريه هنديه سرعان ما يدرك الرجال ان الغابه مكان صعب,"['اكشن', 'مغامرات']"
سقوط بيرني مادوف الذي سرق مخططه بونزي مليار دولار من ضحايا غير مرتابين اكبر احتيال في تاريخ الولايات المتحده,"['جريمة', 'دراما']"
صيد ايما حول لطيفه جميله داعيه ايما تشهد جريمه قتل في البريه سته رجال يقتلون بدم بارد لذلك يطاردونها كحيوان في كاروو مقفره كان يجب ان تكون فريسه سهله لكن الحياه مليئه بالمفاجات,"['اثارة', 'اكشن']"
تستضيف جانيت للاحتفال برعايتها الجديده ولكن بمجرد وصول الضيوف يتضح ان ليس كل شيء سيذهب بسلاسه مثل النبيذ الاحمر,"['دراما', 'كوميديا']"
يعود جيمي مكابي بطل الملاكمه السابق للشباب بعد ان وصل الى الحضيض الى نادي الملاكمه في طفولته وفريقه القديم ومالك بيل وزميله ايدي,"['اكشن', 'دراما']"
كريسماس امهات سيءتحاول ايمي كارلا وكيكي التاقلم مع الوضع بعدما تاتي والداتهن المهيبات لزيارتهن خلال عطله الكريسماس,['مغامرات']
تقوم الاحداث على روايه الكاتبه الشهيره اجاثا كريستي وفيها يتم استدعاء المحقق الخاص تشارلز هايوارد لفك طلاسم جريمه بشعه حيث لا احد فوق مستوى الشبهات بمن فيهم صوفيا مستاجره المحقق تشارلز وحبيبته السابقه,"['جريمة', 'دراما']"
الرحله الروحيه للملحد البالغ من العمر تسعين عاما,"['دراما', 'كوميديا']"
لانقاذ احبائه يجب على توني استخدام مواهبه للدراجات الناريه لتوصيل الادويه,"['اثارة', 'اكشن']"
كانوا مخربين النازيون قتلوا منهم هذه هي القصه الحقيقيه لمن افلت,"['اثارة', 'دراما']"
تصبح عائله سجينه في منزلها من قبل دخلاء اجبروهم على لعب لعبه حياه ام موت حيث تصبح القوانين الغامضه واضحه بينما تشرق الشمس,"['اثارة', 'رعب']"
الى قصه حياه حقيقيه للعريف البحري الشاب الذي انقذ نظامه الفريد والرابطه مع كلبه القتالي العسكري العديد من الارواح اثناء انتشاره في العراق,['دراما']
القصه تولر ايثان هوك كاهن عسكري سابق مكلوم بسبب حزنه على وفاه ولده يتم اختبار ايمانه بعد ان تاتي ماري اماندا سيفريد وهي عضوه في الكنيسه ترملت بعد انتحار زوجها العالم البيئي,"['اثارة', 'دراما']"
امراه تحقق وظيفه احلام في شركه تكنولوجيا قويه تسمى الدائره فقط لكشف اجنده تؤثر على حياه البشريه جمعاء,"['اثارة', 'دراما']"
عندما سجن الملاكم جورج اجبار صديقه المقرب على معرفه المعنى الحقيقي للولاء,['دراما']
قصه وضعت في الهند الصينيه عام ارض خارجه عن القاعده ووقت بدون رحمه وولاده اسطوره,"['اكشن', 'دراما']"
يتامر مزارع بسيط ولكن فخور لقتل زوجته عام لمكاسب ماديه ويقنع ابنه المراهق بالمشاركه,"['اثارة', 'رعب']"
يتم ارسال مهندس مع سلاح الجيش الامريكي الى نيو اورلينز بعد الاعصار لتقييم الضرر ان الاحداث الغريبه والاختفاء تؤدي بها الى طريق الخداع السياسي والشعوذه,"['اثارة', 'دراما']"
بعد اجباره على العمل لمدير الجريمه يجد سائق المهرب الشاب نفسه يشارك في سرقه محكوم عليه بالفشل,"['اكشن', 'جريمة', 'دراما']"
لقد قتل فيروس غامض المليارات وتحول العديد من الاخرين الى كائنات زومبيه متعطشه للدماء غير قادره على ايقاف الفيروس الحكومه تطور لعبه فيديو التي تعكس الاحداث المرعبه التي تلعن العالم,"['اكشن', 'رعب']"
يبدا خمسه من طلاب الطب مهووسين بما يتجاوز حدود الحياه بتجربه جريئه عن طريق ايقاف قلوبهم لفترات قصيره كل منها يؤدي الى تجربه قريبه من الموت ويقدم لهم روايه مباشره عن الحياه الاخره,"['دراما', 'رعب']"
في المناطق النائيه الاستراليه القاسيه والجميله حتى الان تعيش الوحش وهو حيوان ذو حجم مذهل مع حاجه قاسيه داعمه للدم والدمار انها لا تهتم وتدافع عن اراضيها بالقوه الوحشيه وتقتل بوحشيه غبيه وحيوانيه على خلاف ما راينا من قب,['رعب']
شاب في مقتبل العمر لم يعاقر الخمر ولو لمره واحده في حياته حتى يصادف في طريقه فتاه احلامه وهى بائعه هوى سابقه ومدمنه على الكحول ويحاول بشتى السبل ان ينال حظوتها واهتمامها بان يتظاهر بكونه على الكحول وعليه ان يواجه شياطينه ويتعلم العيش دون خوف,"['دراما', 'كوميديا']"
القصه يصور المصور الواعي للجسم ادريان سيناريو يحاول من خلاله اظهار انعدام الامن له على من يسخرون منه عند تعيينه من قبل ادريان تبدا مدينته المعلنه ميرا وخمس فتيات اخريات في السؤال عن من يستخدم عندما يصبح من الواضح ان عقل المصور نفسه ليس للغايه ليس على جميع الفتيات القلق,"['اكشن', 'رعب', 'كوميديا']"
القصه ان البحث عن امراه مفقوده في نورث داكوتا وهو عميل من مكتب التحقيقات الفيدرالي وموظف شرطه يركز على زوجها المتعصب الديني ولكن يكتشف اكثر,"['اثارة', 'رعب']"
القصه بعد اخبار كذبه بيضاء تخرج عن نطاق السيطره يجب على الابن الاكبر لرجل الدين المسلم العصبي الساذج والموهوب ان يتابع الامر بزواج مرتب على الرغم من انه يحب بجنون فتاه استراليه لبنانيه مولوده,"['دراما', 'كوميديا']"
مفكره الموتيعثر لايت ترنر الطالب المتفوق على مفكره غامضه تمتلك القوه لقتل اي شخص يتم تسجيل اسمه بداخلها وعندما يكتشف ترنر تلك القوه الكامنه في هذه المفكره يقرر ان يقوم بحمله سريه عبر شوارع المدينه من اجل القضاء على المجرمين والخارجين عن القانون لكنه يكتشف انه من قبل محقق ال,['رعب']
تتصاعد الاجساد حول المدينه وقد كل منها الى زوال رهيب فريد مع استمرار التحقيق تشير الادله الى احد المشتبه بهم جون كرامر الرجل المعروف باسم جيغسو الذي مات منذ اكثر من سنوات,"['اثارة', 'رعب']"
فى مدريد فتاه مراهقه تجد نفسها محاصره من قبل قوى شريره غير طبيعيه بعد ان لعبت لعبه ويجا مع زملائها في الصف,"['اثارة', 'رعب']"
بعد وفاه صديقته على ايدي الارهابيين تنجذب الى عالم مكافحه الارهاب الذي يرعاه اقسى المسامير البحريه الامريكيه السابقه ستان هيرلي,"['اثارة', 'اكشن']"
في صيف عام تجمع مجموعه من الاطفال المتعجرفين معا لتدمير وحش يتحول شكله يتنكر على هيئه مهرج وفرائس لاطفال ديري بلده مين الصغيره,"['اثارة', 'رعب']"
قصه صحفي استقصائي وكولونيل سابق ينقبان في الاسرار العسكريه لكشف مصدر قضيه فساد,"['اثارة', 'اكشن']"
في العصور الوسطى يلجا خادم شاب يفر من سيده الى دير مليء بالراهبات غير المستقرات تم تقديمه كرجل صامت اخرس عليه ان يقاتل ليحمل غطاءه عندما تحاول الراهبات مقاومه الاغراء,['كوميديا']
اكتشف فريق من العلماء على متن محطه الفضاء الدوليه شكلا من اشكال الحياه المتغيره بسرعه والتي تسببت في الانقراض على كوكب المريخ وتهدد الان جميع اشكال الحياه على الارض,"['اثارة', 'رعب']"
قائم على الروايه التي بقلم انطونيو دي بينيديتو عام وتدور عن حياه دون دييجو دو زاما الضابط الاسباني الذي استقر في اسونسيون نقله الى بوينوس ايروس,['دراما']
احب دانيال وظيفته كقسيس مدينه صغيره اكثر من اي شيء اخر ثم التقى جين اعانه الله,"['دراما', 'كوميديا']"
يائسه لدفع الفواتير والخروج من اجل احبائهم وثلاثه اصدقاء مدى الحياه يخاطرون كل ذلك من خلال الشروع في محاوله جريئه لضرب البنك نفسه الذي تهرب مع اموالهم,"['جريمة', 'كوميديا']"
تدور احداث قصه فيلم الاكشن قبضه الخالد اسطوره الجناح تشون حول تتخلى كايا كوهين عن طفله وتربى من قبل والدتها الحاضنه وهي تعلم انها اخر سليل متبق من سلاله وين تشون,['اكشن']
تدور احداث فيلم الرعب الرهيب حول الفتاه التي تحصل على صداقه مع اشباح,['رعب']
تحطم جريس فتاه مراهقه تموت بسبب السرطان منزل جنازه لمعرفه ما سيحدث لها بعد وفاتها لكن ينتهي بها الامر بتعليم مدير الجنازه المحرج بيل كيفيه الاحتفال بالحياه,"['دراما', 'كوميديا']"
القصه امراه تنتقل الى العمل بعد اكتشاف ان التوام تيموثي جرانادروس صديقها ابنتها يهرب من مؤسسه عقليه ويضع خطه ملتويه للانتقام,"['اثارة', 'دراما', 'رعب']"
طبيب بيطري معاق في فيتنام يعيد اكتشاف محارب هاواي في الداخل لحمايه عائلتهالدفاع عن ارضهمويبرئ اسم والده,['دراما']
القصه تساعد قصه الصداقه الانثويه كفرنسيه كلير موضوع صورتها مين هي على اكتشاف سبب طردها دون سبب واضح,['دراما']
القصه وهو متكرر يطلق العنان لقوته الحقيقيه عندما يرى احبائه في ورطه,['اكشن']
كل شئ كل شئماذا لو لم تتمكني من لمس اي شيء بالعالم الخارجي عجزتي عن استنشاق الهواء من شعورك باشعه الشمس على وجهك ولم تظفري بقبله من جارك الوسيم يروي الفيلم قصه مادي فتاه في الثامنه عشر من عمرها ذكيه فضوليه وصاحبه خيال خصب لكن لسوء حظها يمنعها مرضها النادر من مغادره نظام الحمايه لها والبيئه المغلقه عليها باحكام داخل منزلها ولكن اولي الصبي القاطن بجوارها لن يسمح لكل ذلك بايقافهم,['دراما']
ياخذ الاب ابنه الى جوله في الكليات على الساحل الشرقي ويلتقي بصديق قديم يجعله يشعر بالنقص في خيارات حياته,"['دراما', 'كوميديا']"
يدافع المارشال الامريكي الذي يسعى الى تحقيق العداله في جريمه قتل اخيه الى بلده صغيره من عمده فاسد واعوانه الذين ينوون احياء الحرب الاهليه,['اكشن']
يتنقل كوماندوز بريطاني متخصص في خدمه القارب خليه ارهابيه دوليه,"['اثارة', 'اكشن']"
يلتقي جرو باخيه التوام الساحر درو الساحر والفرح والاكثر الذي يريد ان يتعاون معه لسرقه اجراميه اخيره,"['اكشن', 'مغامرات']"
تنطلق متشككه في الماورائيات لتفنيد المشاهدات الما ورائيه باستخدام موجات الصوت الصغيره في محطه مترو مهجوره فتقابل وذكريات غريبه,"['اثارة', 'رعب']"
لقد كان المراهقون زاك وجوش افضل اصدقاء طوال حياتهم ولكن عندما يؤدي حادث مروع الى التستر فان السر يودي بحاجز بينهم ويدفعهم نحو حفره ارانب من جنون العظمه المتصاعد والعنف,"['اثارة', 'دراما']"
يواجه لاعب الهوكي الذي يعاني من الاصابات امكانيه التقاعد عندما يتحدى لاعب جديد قوي وضعه باعتباره افضل لاعب في الدوري,['كوميديا']
عندما يتسبب معلم مدرسه عن غير قصد في اقاله معلم اخر فانه يواجه في معركه ما بعد المدرسه,['كوميديا']
تدور احداث قصه فيلم الاكشن و الجريمه و الدراما حول ياخذ القاتل محترف طويل على مهمه في اليابان عندما تسوء الامور يجب عليه الفرار بجروح بالغه يلجا الى جزء مهجور من بلده صغيره,"['اكشن', 'جريمة', 'دراما']"
حزمه من المتاعب تستضيف اورورا ابنه اخت مارتين ومولودها الجديد ولكن بعد ذلك تختفي ابنه اخته ويجد الطفل في حوض الاستحمام وتكتشف اورورا في خزانه ملابسها الى جانب الاف دولار في حقيبه حفاضات,"['جريمة', 'دراما']"
القصه سرق من حقه الطبيعي ارثر ياتي بالطريقه الصعبه في الازقه الخلفيه للمدينه ولكن بمجرد ان يسحب السيف من الحجر فانه يضطر الى الاعتراف بارثه الحقيقي سواء كان يحب ذلك ام لا,"['اكشن', 'دراما', 'مغامرات']"
القصه القصه الدراميه للسباق الحاد بين جبابره الكهرباء توماس اديسون وجورج ويستنجهاوس لتحديد النظام الكهربائي الذي سيشغل العالم الحديث,['دراما']
القصه متهم بارتكاب جرائم بشعه لم يرتكبها مدعي عام في مهمه لمسح اسمه,"['اثارة', 'اكشن']"
القصه بناء على الاحداث الحقيقيه قصه ملحميه من كفاح رجل واحد من اجل البقاء جوسي كيتولا عاد الى فنلندا من الكساد الكبير الذي اصاب امريكا فقط لمواجهه الاضطرابات السياسيه المتزايده في ليله صيف عام قام البلطجيه القوميون باختطاف كيتولا بعنف من منزله تعرض للضرب والاجبار على السير على الطريق الابدي نحو روسيا سوفياتيه اجنبيه حيث يبدو ان القسوه لا تعرف نهايه فان حلمه الوحيد هو العوده الى عائلته كلفته ما قد يكون الامل هو اخر ما يموت,['دراما']
القصه قصه تنافس التنس عام بين بيورن بورغ الهادئ وجون ماكنرو المتقلبه,['دراما']
غلاف دمشق حول يجوب جاسوس التضاريس المحفوفه بالمخاطر من الحب والبقاء على قيد الحياه خلال مهمه سريه في سوريا,['اثارة']
تكافح باربرا ثورسون في الحياه من خلال الهروب الى حياه خياليه من السحر والوحوش,"['اثارة', 'مغامرات']"
في عالم تقتصر فيه الاسر على طفل واحد بسبب الاكتظاظ السكاني يجب ان تتجنب مجموعه من الحالات المتشابهه النوم لفتره طويله من قبل الحكومه والاقتتال الخطير اثناء التحقيق في اختفاء احدهم,"['اكشن', 'جريمة', 'دراما']"
يحاول طبيب النوم حمايه عائله من شيطان يتغذى على الناس في كوابيسهم,['رعب']
فتاه صغيره تبلغ سن الرشد في عائله مختله من البدو غير الملتزمين مع ام هي فنان غريب الاطوار على الكحول من شانه ان يحرك خيال الاطفال بامل كالهاء لفقرهم,['دراما']
غادر زاندر كيد ميتا بعد حادث على الرغم من انه عاد سرا الى العمل لمهمه جديده صعبه مع مدربه اوغسطس جيبونز,"['اثارة', 'اكشن', 'مغامرات']"
تستيقظ امراه غريبه فى مستشفى خاليه وتكتشف اشياء مرعبه تحدث بالداخل وتسعى للهروب,['رعب']
مراهق في المناطق الحضريه يسافر الى مونتانا لاصطياد لعبه كبيره مع والده المنفصل يكافح الاب والابن للتواصل حتى يتقابل اللقاء الوحشي في قلب البريه كل شيء,"['دراما', 'مغامرات']"
دخلت مركبه فضائيه فضائيه بعد حادث في الفضاء الى الغلاف الجوي للارض وتضررت من قبل الطائرات المقاتله الروسيه وتحطمت في منطقه ماهوله بالسكان في موسكو مما اودى بحياه بضع مئات من البشر في الحادث,['دراما']
القصه تم تكليف نائب الملك في الهند اللورد ماونت باتن بالاشراف على انتقال الهند البريطانيه الى الاستقلال لكنه يجتمع مع الصراع حيث تصطدم اطراف مختلفه في وجه التغيير الهائل,['دراما']
تدور احداث الفيلم حول شاب افريقي امريكي يقوم بزياره عائله حبيبته البيضاء في عزبه مملوكه لهم لكنه يكتشف ان العزبه التي يقيم بها اهل حبيبته قد وقعت بها عدد من الحوادث المريبه ومن هنا ينذره احد قاطني العزبه بضروره الخروج باقصى سرعه لكنه يدرك ان القول ايسر من الفعل,"['اثارة', 'رعب']"
القصه في اواخر حرب عام قاتلت امراه موهوك شابه وعشاقها فرقه من الجنود الامريكيين جهنم على الانتقام,"['اثارة', 'اكشن', 'دراما', 'رعب']"
ما الذي يجعل النساء تملن للشخص غير المناسب صوفيا غيريرا وويتني كامينغز نجمه في هذه النظره الجديده على علم خطواتنا الرومانسيه الخاطئه,['كوميديا']
